arxiv_id,title,authors,src,url,pub_date,upd_date,doi,abstract
2401.06073,Invariance principle for the KPZ equation arising in stochastic flows of kernels,['Shalin Parekh'],ARXIV,http://arxiv.org/pdf/2401.06073v1,2024-01-11T17:43:07Z,2024-01-11T17:43:07Z,['10.48550/arXiv.2401.06073'],"We consider a generalized model of random walk in dynamical random environment, and we show that the multiplicative-noise stochastic heat equation (SHE) describes the fluctuations of the quenched density at a certain precise location in the tail. The distribution of transition kernels is fixed rather than changing under the diffusive rescaling of space-time, i.e., there is no critical tuning of the model parameters when scaling to the stochastic PDE limit. The proof is done by pushing the methods developed in [arxiv 2304.14279, arXiv 2311.09151] to their maximum, substantially weakening the assumptions and obtaining fairly sharp conditions under which one expects to see the SHE arise in a wide variety of random walk models in random media. In particular we are able to get rid of conditions such as nearest-neighbor interaction as well as spatial independence of quenched transition kernels. Moreover, we observe an entire hierarchy of moderate deviation exponents at which the SHE can be found, confirming a physics prediction of J. Hass."
2401.05833,Multivariate Extreme Value Theory Based Channel Modeling for Ultra-Reliable Communications,"['Niloofar Mehrnia', 'Sinem Coleri']",ARXIV,http://arxiv.org/pdf/2401.05833v1,2024-01-11T11:04:35Z,2024-01-11T11:04:35Z,"['10.48550/arXiv.2401.05833', '10.1109/TWC.2023.3323598']","Attaining ultra-reliable communication (URC) in fifth-generation (5G) and beyond networks requires deriving statistics of channel in ultra-reliable region by modeling the extreme events. Extreme value theory (EVT) has been previously adopted in channel modeling to characterize the lower tail of received powers in URC systems. In this paper, we propose a multivariate EVT (MEVT)-based channel modeling methodology for tail of the joint distribution of multi-channel by characterizing the multivariate extremes of multiple-input multiple-output (MIMO) system. The proposed approach derives lower tail statistics of received power of each channel by using the generalized Pareto distribution (GPD). Then, tail of the joint distribution is modeled as a function of estimated GPD parameters based on two approaches: logistic distribution, which utilizes logistic distribution to determine dependency factors among the Frechet transformed tail sequence and obtain a bi-variate extreme value model, and Poisson point process, which estimates probability measure function of the Pickands angular component to model bi-variate extreme values. Finally, validity of the proposed models is assessed by incorporating the mean constraint on probability measure function of Pichanks coordinates. Based on the data collected within the engine compartment of Fiat Linea, we demonstrate the superiority of proposed methodology compared to the conventional extrapolation-based methods in providing the best fit to the multivariate extremes."
2401.05865,Constraining the clustering and 21-cm signature of radio galaxies at cosmic dawn,"['Sudipta Sikder', 'Rennan Barkana', 'Anastasia Fialkov']",ARXIV,http://arxiv.org/pdf/2401.05865v1,2024-01-11T12:16:32Z,2024-01-11T12:16:32Z,['10.48550/arXiv.2401.05865'],"The efficiency of radio emission is an important unknown parameter of early galaxies at cosmic dawn, as models with high efficiency have been shown to modify the cosmological 21-cm signal substantially, deepening the absorption trough and boosting the 21-cm power spectrum. Such models have been previously directly constrained by the overall extragalactic radio background as observed by ARCADE-2 and LWA-1. In this work, we constrain the clustering of high redshift radio sources by utilizing the observed upper limits on arcminute-scale anisotropy from the VLA at 4.9~GHz and ATCA at 8.7~GHz. Using a semi-numerical simulation of a plausible astrophysical model for illustration, we show that the clustering constraints on the radio efficiency are much stronger than those from the overall background intensity, by a factor that varies from 12 at redshift 7 to 30 at redshift 22. As a result, the predicted maximum depth of the global 21-cm signal is lowered by a factor of 5 (to 1700~mK), and the maximum 21-cm power spectrum peak at cosmic dawn is lowered by a factor of 24 (to $2\times 10^5$~mK$^2$). We conclude that the observed clustering is the strongest current direct constraint on such models, but strong early radio emission from galaxies remains viable for producing a strongly enhanced 21-cm signal from cosmic dawn."
2401.05488,Topological superconductivity induced by a Kitaev spin liquid,"['Sondre Duna Lundemo', 'Asle Sudbø']",ARXIV,http://arxiv.org/pdf/2401.05488v1,2024-01-10T19:00:01Z,2024-01-10T19:00:01Z,['10.48550/arXiv.2401.05488'],"We study the effective low-energy fermionic theory of the Kondo-Kitaev model to leading order in the Kondo coupling. Our main goal is to understand the nature of the superconducting instability induced in the proximate metal due to its coupling to spin fluctuations of the spin liquid. The special combination of the low-energy modes of a graphene-like metal and the form of the interaction induced by the Majorana excitations of the spin liquid furnish chiral superconducting order with $p_x + \mathrm{i} p_y$ symmetry. Computing its response to a $\mathrm{U}(1)$ gauge field moreover shows that this superconducting state is topologically non-trivial, characterized by a first Chern number of $\pm 2$."
2401.05835,Privacy Analysis of Affine Transformations in Cloud-based MPC: Vulnerability to Side-knowledge,"['Teimour Hosseinalizadeh', 'Nils Schlüter', 'Moritz Schulze Darup', 'Nima Monshizadeh']",ARXIV,http://arxiv.org/pdf/2401.05835v1,2024-01-11T11:08:20Z,2024-01-11T11:08:20Z,['10.48550/arXiv.2401.05835'],"Search for the optimizer in computationally demanding model predictive control (MPC) setups can be facilitated by Cloud as a service provider in cyber-physical systems. This advantage introduces the risk that Cloud can obtain unauthorized access to the privacy-sensitive parameters of the system and cost function. To solve this issue, i.e., preventing Cloud from accessing the parameters while benefiting from Cloud computation, random affine transformations provide an exact yet light weight in computation solution. This research deals with analyzing privacy preserving properties of these transformations when they are adopted for MPC problems. We consider two common strategies for outsourcing the optimization required in MPC problems, namely separate and dense forms, and establish that random affine transformations utilized in these forms are vulnerable to side-knowledge from Cloud. Specifically, we prove that the privacy guarantees of these methods and their extensions for separate form are undermined when a mild side-knowledge about the problem in terms of structure of MPC cost function is available. In addition, while we prove that outsourcing the MPC problem in the dense form inherently leads to some degree of privacy for the system and cost function parameters, we also establish that affine transformations applied to this form are nevertheless prone to be undermined by a Cloud with mild side-knowledge. Numerical simulations confirm our results."
2401.05141,Automorphism groups of combinatorial Hantzsche-Wendt groups,"['Rafał Lutowski', 'Andrzej Szczepański', 'Richard Weidmann']",ARXIV,http://arxiv.org/pdf/2401.05141v1,2024-01-10T13:12:29Z,2024-01-10T13:12:29Z,['10.48550/arXiv.2401.05141'],"Combinatorial Hantzsche-Wendt groups were introduced by W. Craig and P.A. Linnell. Every such a group $G_n$, where $n$ is a natural number, encodes the holonomy action of any $n+1$-dimensional Hantzsche-Wendt manifold. $G_2$ is the fundamental group of the classical Hantzsche-Wendt manifold -- the only one $3$-dimensional oriented flat manifold with non-cyclic holonomy group. In this article, we describe the structure of the automorphism and of the outer automorphism groups of combinatorial Hantzsche-Wendt groups."
2401.05666,Data-driven approximations to the Hadronic Light-by-Light scattering contribution to the muon (g-2),"['Pere Masjuan', 'Pablo Roig']",ARXIV,http://arxiv.org/pdf/2401.05666v1,2024-01-11T04:57:08Z,2024-01-11T04:57:08Z,['10.48550/arXiv.2401.05666'],"We review recent progress on the numerical determination of the Hadronic Light-by-Light contribution to the anomalous magnetic moment of the muon. We advocate for a slight increase of the White Paper number for its Standard Model prediction, to $(102\pm17)\times10^{-11}$, accounting for a revised contribution from axial-vector mesons and short-distance constraints. This $\sim10\%$ larger result seems to be supported by the most recent lattice QCD evaluations."
2401.05846,Elliptic $p$-Laplacian systems with nonlinear boundary condition,"['Franziska Borer', 'Siegfried Carl', 'Patrick Winkert']",ARXIV,http://arxiv.org/pdf/2401.05846v1,2024-01-11T11:30:28Z,2024-01-11T11:30:28Z,['10.48550/arXiv.2401.05846'],"In this paper we study quasilinear elliptic systems given by \begin{equation*} \begin{aligned} -\Delta_{p_1}u_1 & =-|u_1|^{p_1-2}u_1 \quad && \text{in } \Omega,\newline -\Delta_{p_2}u_2 & =-|u_2|^{p_2-2}u_2 \quad && \text{in } \Omega,\newline |\nabla u_1|^{p_1-2}\nabla u_1 \cdot \nu &=g_1(x,u_1,u_2) && \text{on } \partial\Omega,\newline |\nabla u_2|^{p_2-2}\nabla u_2 \cdot \nu &=g_2(x,u_1,u_2) && \text{on } \partial\Omega, \end{aligned} \end{equation*} where $\nu(x)$ is the outer unit normal of $\Omega$ at $x \in \partial\Omega$, $\Delta_{p_i}$ denotes the $p_i$-Laplacian and $g_i\colon \partial\Omega \times\mathbb{R}\times\mathbb{R}\to\mathbb{R}$ are Carath\'{e}odory functions that satisfy general growth and structure conditions for $i=1,2$. In the first part we prove the existence of a positive minimal and a negative maximal solution based on an appropriate construction of sub- and supersolution along with a certain behavior of $g_i$ near zero related to the first eigenvalue of the $p_i$-Laplacian with Steklov boundary condition. The second part is related to the existence of a third nontrivial solution by imposing a variational structure, that is, $(g_1,g_2)=\nabla g$ with a smooth function $(s_1,s_2)\mapsto g(x,s_1,s_2)$. By using the variational characterization of the second eigenvalue of the Steklov eigenvalue problem for the $p_i$-Laplacian together with the properties of the related truncated energy functionals, which are in general nonsmooth, we show the existence of a nontrivial solution whose components lie between the components of the positive minimal and the negative maximal solution."
2401.05922,Two-body $P$-state energies at $α^6$ order,"['Vojtěch Patkóš', 'Vladimir A. Yerokhin', 'Krzysztof Pachucki']",ARXIV,http://arxiv.org/pdf/2401.05922v1,2024-01-11T14:02:07Z,2024-01-11T14:02:07Z,['10.48550/arXiv.2401.05922'],"We present an analytical calculation of the complete $\alpha^6$ correction to energies of $nP$-levels of two-body systems consisting of the spin-$0$ or $1/2$ extended-size particles with arbitrary masses and magnetic moments. The obtained results apply to a wide class of two-body systems such as hydrogen, positronium, muonium, and pionic or aniprotonic helium ion. We found an additional $\alpha^6$ correction for $nP$-levels of positronium, which was previously overlooked. Our results are also relevant for light muonic atoms, whose accurate theoretical predictions are required for extracting the nuclear charge radii."
2401.06008,Computing Fringe Presentations of Multigraded Persistence Modules,['Fabian Lenzen'],ARXIV,http://arxiv.org/pdf/2401.06008v1,2024-01-11T16:14:21Z,2024-01-11T16:14:21Z,['10.48550/arXiv.2401.06008'],"Minimal free resolutions and minimal free resolutions are standard ways to represent the isomorphism type of a persistence module in software. This description is a multi-parameter generalization of the barcode known in one-parameter persistence. Another multi-parameter generalization of this concept is given by fringe presentations (Miller: 2020), which represents the module as the image of a morphism from a free to an injective module. In this paper, we demonstrate a way to calculate the matrix representing a fringe presentation of a given persistence module from a minimal free resolution of it."
2401.05935,Lecture notes on Malliavin calculus in regularity structures,"['Lucas Broux', 'Felix Otto', 'Markus Tempelmayr']",ARXIV,http://arxiv.org/pdf/2401.05935v1,2024-01-11T14:20:50Z,2024-01-11T14:20:50Z,['10.48550/arXiv.2401.05935'],"Malliavin calculus provides a characterization of the centered model in regularity structures that is stable under removing the small-scale cut-off. In conjunction with a spectral gap inequality, it yields the stochastic estimates of the model. This becomes transparent on the level of a notion of model that parameterizes the solution manifold, and thus is indexed by multi-indices rather than trees, and which allows for a more geometric than combinatorial perspective. In these lecture notes, this is carried out for a PDE with heat operator, a cubic nonlinearity, and driven by additive noise, reminiscent of the stochastic quantization of the Euclidean $\phi^4$ model. More precisely, we informally motivate our notion of the model $(\Pi,\Gamma)$ as charts and transition maps, respectively, of the nonlinear solution manifold. These geometric objects are algebrized in terms of formal power series, and their algebra automorphisms. We will assimilate the directional Malliavin derivative to a tangent vector of the solution manifold. This means that it can be treated as a modelled distribution, thereby connecting stochastic model estimates to pathwise solution theory, with its analytic tools of reconstruction and integration. We unroll an inductive calculus that in an automated way applies to the full subcritical regime."
2401.05714,Target search in the CRISPR/Cas9 system: Facilitated diffusion with target cues,"['Qiao Lu', 'Simone Pigolotti']",ARXIV,http://arxiv.org/pdf/2401.05714v1,2024-01-11T07:38:34Z,2024-01-11T07:38:34Z,['10.48550/arXiv.2401.05714'],"We study how Cas9, a central component of the CRISPR/Cas9 system, searches for a target sequence on the DNA. We propose a model that includes as key ingredients 3D diffusion, 1D sliding along the DNA, and the effect of short binding sequences preceding the target (protospacer adjacent sequences -- PAMs). This latter aspect constitutes the main difference with traditional facilitated diffusion of transcription factors. We solve our model, obtaining an expression for the average search time of Cas9 for its target. We find that experimentally measured kinetic parameters are close to the values yielding an optimal search time. Our results rationalize the role of PAMs in guiding the search process, and show that Cas9 searches for its targets in a nearly optimal way."
2401.05979,Second Wilson number from third-order perturbation theory for the symmetric single-impurity Kondo model at low temperatures,"['Kevin Bauerbach', 'Florian Gebhard']",ARXIV,http://arxiv.org/pdf/2401.05979v1,2024-01-11T15:28:42Z,2024-01-11T15:28:42Z,['10.48550/arXiv.2401.05979'],We determine the impurity-induced free energy and the impurity-induced zero-field susceptibility of the symmetric single-impurity Kondo model from weak-coupling perturbation theory up to third order in the Kondo coupling at low temperatures and small magnetic fields. We reproduce the analytical structure of the zero-field magnetic susceptibility as obtained from Wilson's renormalization group method. This permits us to obtain analytically the first two Wilson numbers.
2401.05882,Extreme Value Theory Based Rate Selection for Ultra-Reliable Communications,"['Niloofar Mehrnia', 'Sinem Coleri']",ARXIV,http://arxiv.org/pdf/2401.05882v1,2024-01-11T12:41:33Z,2024-01-11T12:41:33Z,"['10.48550/arXiv.2401.05882', '10.1109/TVT.2022.3158193']","Ultra-reliable low latency communication (URLLC) requires the packet error rate to be on the order of $10^{-9}$-$10^{-5}$. Determining the appropriate transmission rate to satisfy this ultra-reliability constraint requires deriving the statistics of the channel in the ultra-reliable region and then incorporating these statistics into the rate selection. In this paper, we propose a framework for determining the rate selection for ultra-reliable communications based on the extreme value theory (EVT). We first model the wireless channel at URLLC by estimating the parameters of the generalized Pareto distribution (GPD) best fitting to the tail distribution of the received powers, i.e., the power values below a certain threshold. Then, we determine the maximum transmission rate by incorporating the Pareto distribution into the rate selection function. Finally, we validate the selected rate by computing the resulting error probability. Based on the data collected within the engine compartment of Fiat Linea, we demonstrate the superior performance of the proposed methodology in determining the maximum transmission rate compared to the traditional extrapolation-based approaches."
2401.06125,Improved Capacity Outer Bound for Private Quadratic Monomial Computation,"['Karen M. Dæhli', 'Sarah A Obead', 'Hsuan-Yin Lin', 'Eirik Rosnes']",ARXIV,http://arxiv.org/pdf/2401.06125v1,2024-01-11T18:58:57Z,2024-01-11T18:58:57Z,['10.48550/arXiv.2401.06125'],"In private computation, a user wishes to retrieve a function evaluation of messages stored on a set of databases without revealing the function's identity to the databases. Obead \emph{et al.} introduced a capacity outer bound for private nonlinear computation, dependent on the order of the candidate functions. Focusing on private \emph{quadratic monomial} computation, we propose three methods for ordering candidate functions: a graph edge-coloring method, a graph-distance method, and an entropy-based greedy method. We confirm, via an exhaustive search, that all three methods yield an optimal ordering for $f < 6$ messages. For $6 \leq f \leq 12$ messages, we numerically evaluate the performance of the proposed methods compared with a directed random search. For almost all scenarios considered, the entropy-based greedy method gives the smallest gap to the best-found ordering."
