arxiv_id,title,authors,src,url,pub_date,upd_date,doi,abstract
1901.05210,On singularly perturbed linear initial value problems with mixed irregular and Fuchsian time singularities,"['Alberto Lastra', 'Stephane Malek']",ARXIV,http://arxiv.org/pdf/1901.05210v1,2019-01-16T10:21:01Z,2019-01-16T10:21:01Z,['10.48550/arXiv.1901.05210'],"We consider a family of linear singularly perturbed PDE relying on a complex perturbation parameter $\epsilon$. As in a former study of the authors (A. Lastra, S. Malek, Parametric Gevrey asymptotics for some nonlinear initial value Cauchy problems, J. Differential Equations 259 (2015), no. 10, 5220--5270), our problem possesses an irregular singularity in time located at the origin but, in the present work, it entangles also differential operators of Fuchsian type acting on the time variable. As a new feature, a set of sectorial holomorphic solutions are built up through iterated Laplace transforms and Fourier inverse integrals following a classical multisummability procedure introduced by W. Balser. This construction has a direct issue on the Gevrey bounds of their asymptotic expansions w.r.t $\epsilon$ which are shown to bank on the order of the leading term which combines both irregular and Fuchsian types operators."
1901.05211,Planar and van der Waals heterostructures for vertical tunnelling single electron transistors,"['Gwangwoo Kim', 'Sung-Soo Kim', 'Jonghyuk Jeon', 'Seong In Yoon', 'Seokmo Hong', 'Young Jin Cho', 'Abhishek Misra', 'Servet Ozdemir', 'Jun Yin', 'Davit Ghazaryan', 'Mathew Holwill', 'Artem Mishchenko', 'Daria V. Andreeva', 'Yong-Jin Kim', 'Hu Young Jeong', 'A-Rang Jang', 'Hyun-Jong Chung', 'Andre K. Geim', 'Kostya S. Novoselov', 'Byeong-Hyeok Sohn', 'Hyeon Suk Shin']",ARXIV,http://arxiv.org/pdf/1901.05211v1,2019-01-16T10:23:31Z,2019-01-16T10:23:31Z,"['10.48550/arXiv.1901.05211', '10.1038/s41467-018-08227-1']","Despite a rich choice of two-dimensional materials, which exists these days, heterostructures, both vertical (van der Waals) and in-plane, offer an unprecedented control over the properties and functionalities of the resulted structures. Thus, planar heterostructures allow p-n junctions between different two-dimensional semiconductors and graphene nanoribbons with well-defined edges; and vertical heterostructures resulted in the observation of superconductivity in purely carbon-based systems and realisation of vertical tunnelling transistors. Here we demonstrate simultaneous use of in-plane and van der Waals heterostructures to build vertical single electron tunnelling transistors. We grow graphene quantum dots inside the matrix of hexagonal boron nitride, which allows a dramatic reduction of the number of localised states along the perimeter of the quantum dots. The use of hexagonal boron nitride tunnel barriers as contacts to the graphene quantum dots make our transistors reproducible and not dependent on the localised states, opening even larger flexibility when designing future devices."
1901.05212,Tin+1Cn MXene with fully saturated and thermally stable Cl terminations,"['J. Lu', 'I. Persson', 'H. Lind', 'M. Li', 'Y. Li', 'K. Chen', 'J. Zhou', 'S. Du', 'Z. Chai', 'Z. Huang', 'L. Hultman', 'J. Rosen', 'P. Eklund', 'Q. Huang', 'P. O. Å. Persson']",ARXIV,http://arxiv.org/pdf/1901.05212v1,2019-01-16T10:25:01Z,2019-01-16T10:25:01Z,['10.48550/arXiv.1901.05212'],"MXenes are a rapidly growing family of 2D materials that exhibit a highly versatile structure and composition, allowing for significant tuning of the material properties. These properties are, however, ultimately limited by the surface terminations, which are typically a mixture of species, including F and O that are inherent to the MXene processing. Other and robust terminations are lacking. Here, we apply high-resolution scanning transmission electron microscopy (STEM), corresponding image simulations and first-principles calculations to investigate the surface terminations on MXenes synthesized from MAX phases through Lewis acidic melts. The results show that atomic Cl terminates the synthesized MXenes, with mere residual presence of other termination species. Furthermore, in situ STEM-electron energy loss spectroscopy (EELS) heating experiments show that the Cl terminations are stable up to 750 {\deg}C. Thus, we present an attractive new termination that widely expands the MXenes functionalization space and enable new applications."
1901.05213,Integrated triple-collinear counter-terms for the nested soft-collinear subtraction scheme,"['Maximilian Delto', 'Kirill Melnikov']",ARXIV,http://arxiv.org/pdf/1901.05213v3,2019-01-16T10:26:06Z,2019-08-16T09:25:24Z,"['10.48550/arXiv.1901.05213', '10.1007/JHEP05(2019)148']","We obtain analytic results for integrated triple-collinear splitting functions that emerge as collinear counter-terms in the context of the nested soft-collinear subtraction scheme arXiv:1702.01352 . With these results, all integrated subtraction terms required for NNLO QCD computations within this scheme are known analytically. In addition to improving efficiency and numerical stability of practical computations, the availability of these results will contribute towards establishing a general NNLO QCD subtraction formula for generic hard scattering processes in hadron collisions, similar to Catani-Seymour and FKS subtractions at NLO."
1901.05214,The Discrete Langevin Machine: Bridging the Gap Between Thermodynamic and Neuromorphic Systems,"['Lukas Kades', 'Jan M. Pawlowski']",ARXIV,http://arxiv.org/pdf/1901.05214v3,2019-01-16T10:33:38Z,2021-04-07T15:41:05Z,"['10.48550/arXiv.1901.05214', '10.1103/PhysRevE.101.063304']","A formulation of Langevin dynamics for discrete systems is derived as a class of generic stochastic processes. The dynamics simplify for a two-state system and suggest a network architecture which is implemented by the Langevin machine. The Langevin machine represents a promising approach to compute successfully quantitative exact results of Boltzmann distributed systems by LIF neurons. Besides a detailed introduction of the dynamics, different simplified models of a neuromorphic hardware system are studied with respect to a control of emerging sources of errors."
1901.05215,A scaled conjugate gradient based direct search algorithm for high dimensional box constrained derivative free optimization,"['Gannavarapu Chandramouli', 'Vishnu Narayanan']",ARXIV,http://arxiv.org/pdf/1901.05215v1,2019-01-16T10:34:44Z,2019-01-16T10:34:44Z,['10.48550/arXiv.1901.05215'],"In this work, we propose an efficient method for solving box constrained derivative free optimization problems involving high dimensions. The proposed method relies on exploring the feasible region using a direct search approach based on scaled conjugate gradient with quadratic interpolation models. The extensive numerical computations carried out over test problems with varying dimensions demonstrate the performance of the proposed method for derivative free optimization."
1901.05216,Existence of solutions for a nonlocal Kirchhoff type problem in Fractional Orlicz-Sobolev spaces,"['Elhoussine Azroul', 'Abdelmoujib Benkirane', 'Mohammed Srati', 'Mohammed Shimi']",ARXIV,http://arxiv.org/pdf/1901.05216v1,2019-01-16T10:35:03Z,2019-01-16T10:35:03Z,['10.48550/arXiv.1901.05216'],"In this paper, we investigate the existence of weak solution for a Kirchhoff type problem driven by a nonlocal operator of elliptic type in a fractional Orlicz-Sobolev space, with homogeneous Dirichlet boundary conditions {\small$$ (D_{K,A}) \hspace*{0.5cm} \left\{ \begin{array}{clclc} M\left( \displaystyle \int_{\R^{2N}}A\left( [u(x)-u(y)] K(x,y)\right) dxdy\right) \mathcal{L}^K_A u & = & f(x,u) & \text{ in }& \Omega, \hspace*{7cm} u & = & 0 \hspace*{0.2cm} \hspace*{0.2cm} & \text{ in } & \R^N\setminus \Omega. \label{eq1} \end{array} \right. $$ } Where $\mathcal{L}^K_A$ is a nonlocal operator with singular kernel $K$ and $A$ is an $N$-function, $\Omega$ is an open bounded subset in $\R^N$ with Lipschitz boundary $\partial \Omega$."
1901.05217,Multi-phase Circum-Galactic Medium probed with MUSE and ALMA,"['Celine Peroux', 'Martin Zwaan', 'Anne Klitsch', 'Ramona Augustin', 'Aleksandra Hamanowicz', 'Hadi Rahmani', 'Max Pettini', 'Varsha Kulkarni', 'Lorrie Straka', 'Andy Biggs', 'Donald York', 'Bruno Milliard']",ARXIV,http://arxiv.org/pdf/1901.05217v1,2019-01-16T10:35:34Z,2019-01-16T10:35:34Z,"['10.48550/arXiv.1901.05217', '10.1093/mnras/stz202']","Galaxy halos appear to be missing a large fraction of their baryons, most probably hiding in the circumgalactic medium (CGM), a diffuse component within the dark matter halo that extends far from the inner regions of the galaxies. A powerful tool to study the CGM gas is offered by absorption lines in the spectra of background quasars. Here, we present optical (MUSE) and mm (ALMA) observations of the field of the quasar Q1130-1449 which includes a log [N(H I)/cm^-2]=21.71+/-0.07 absorber at z=0.313. Ground-based VLT/MUSE 3D spectroscopy shows 11 galaxies at the redshift of the absorber down to a limiting SFR>0.01 M_sun yr^-1 (covering emission lines of [OII], Hbeta, [OIII], [NII] and Halpha), 7 of which are new discoveries. In particular, we report a new emitter with a smaller impact parameter to the quasar line-of-sight (b=10.6 kpc) than the galaxies detected so far. Three of the objects are also detected in CO(1-0) in our ALMA observations indicating long depletion timescales for the molecular gas and kinematics consistent with the ionised gas. We infer from dedicated numerical cosmological RAMSES zoom-in simulations that the physical properties of these objects qualitatively resemble a small group environment, possibly part of a filamentary structure. Based on metallicity and velocity arguments, we conclude that the neutral gas traced in absorption is only partly related to these emitting galaxies while a larger fraction is likely the signature of gas with surface brightness almost four orders of magnitude fainter that current detection limits. Together, these findings challenge a picture where strong-HI quasar absorbers are associated with a single bright galaxy and favour a scenario where the HI gas probed in absorption is related to far more complex galaxy structures."
1901.05218,Evidence for universality of tunable-barrier electron pumps,"['Stephen P. Giblin', 'Akira Fujiwara', 'Gento Yamahata', 'Myung-Ho Bae', 'Nam Kim', 'Alessandro Rossi', 'Mikko Möttönen', 'Masaya Kataoka']",ARXIV,http://arxiv.org/pdf/1901.05218v2,2019-01-16T10:36:13Z,2019-04-23T20:42:01Z,"['10.48550/arXiv.1901.05218', '10.1088/1681-7575/ab29a5']","We review recent precision measurements on semiconductor tunable-barrier electron pumps operating in a ratchet mode. Seven studies on five different designs of pumps have reported measurements of the pump current with relative total uncertainties around $10^{-6}$ or less. Combined with theoretical models of electron capture by the pumps, these experimental data exhibits encouraging evidence that the pumps operate according to a universal mechanism, independent of the details of device design. Evidence for robustness of the pump current against changes in the control parameters is at a more preliminary stage, but also encouraging, with two studies reporting robustness of the pump current against three or more parameters in the range of $\sim\!5 \times 10^{-7}$ to $\sim\!2 \times 10^{-6}$. This review highlights the need for an agreed protocol for tuning the electron pump for optimal operation, as well as more rigorous evaluations of the robustness in a wide range of pump designs."
1901.05219,Sentence transition matrix: An efficient approach that preserves sentence semantics,"['Myeongjun Jang', 'Pilsung Kang']",ARXIV,http://arxiv.org/pdf/1901.05219v1,2019-01-16T10:40:18Z,2019-01-16T10:40:18Z,['10.48550/arXiv.1901.05219'],"Sentence embedding is a significant research topic in the field of natural language processing (NLP). Generating sentence embedding vectors reflecting the intrinsic meaning of a sentence is a key factor to achieve an enhanced performance in various NLP tasks such as sentence classification and document summarization. Therefore, various sentence embedding models based on supervised and unsupervised learning have been proposed after the advent of researches regarding the distributed representation of words. They were evaluated through semantic textual similarity (STS) tasks, which measure the degree of semantic preservation of a sentence and neural network-based supervised embedding models generally yielded state-of-the-art performance. However, these models have a limitation in that they have multiple parameters to update, thereby requiring a tremendous amount of labeled training data. In this study, we propose an efficient approach that learns a transition matrix that refines a sentence embedding vector to reflect the latent semantic meaning of a sentence. The proposed method has two practical advantages; (1) it can be applied to any sentence embedding method, and (2) it can achieve robust performance in STS tasks irrespective of the number of training examples."
1901.05220,Optimal approximation of discrete-time multirate systems on Hilbert spaces,['Mikael Kurula'],ARXIV,http://arxiv.org/pdf/1901.05220v3,2019-01-16T10:43:18Z,2020-05-04T09:30:21Z,['10.48550/arXiv.1901.05220'],"We study discrete-time $(m,n)$-multirate systems on separable Hilbert spaces, solving the problem of approximating such a system by one which has a shorter multirate period $(m/q,n/q)$, optimally in the Hilbert-Schmidt norm. We work in the state-space setting, providing two state-space representations of the optimal approximant which are expressed in terms of a state-space representation of the original system."
1901.05221,The energy-momentum conservation law in two-particle system for twist-deformed Galilei Hopf algebras,['Marcin Daszkiewicz'],ARXIV,http://arxiv.org/pdf/1901.05221v1,2019-01-16T10:45:27Z,2019-01-16T10:45:27Z,"['10.48550/arXiv.1901.05221', '10.1142/S021773231950024X']","In this article we discus the energy-momentum conservation principle for two-particle system in the case of canonically and Lie-algebraically twist-deformed Galilei Hopf algebra. Particularly, we provide consistent with the coproducts energy and momentum addition law as well as its symmetric with respect the exchange of particles counterpart. Besides, we show that the vanishing of total fourmomentum for two Lie-algebraically deformed kinematical models leads to the discret values of energies and momenta only in the case of the symmetrized addition rules."
